record_date,farm_id,animal_id,breed,age_years,lactation_number,days_in_milk,previous_mastitis_history,vaccinated,chronic_disease_flag,latitude,longitude,environment_area,ambient_temperature_c,relative_humidity_pct,temperature_humidity_index,surface_moisture_pct,hygiene_score_0_100,ventilation_score_0_100,manure_contamination_score_0_100,teat_cleanliness_score_0_100,milking_hygiene_score_0_100,post_milking_teat_dip,milking_interval_h,feed_intake_kg_day,water_intake_l_day,environment_total_mastitis_pathogen_load_log10,S_aureus_load_log10_cfu_equiv,S_uberis_load_log10_cfu_equiv,E_coli_load_log10_cfu_equiv,K_pneumoniae_load_log10_cfu_equiv,S_agalactiae_load_log10_cfu_equiv,dominant_environment_pathogen,dominant_pathogen_relative_abundance_pct,milk_yield_kg_day,milk_scc_cells_per_ml,milk_conductivity_mS_cm,milk_pH,milk_temperature_c,milk_fat_pct,milk_protein_pct,milk_lactose_pct,cmt_score_0_3,body_temperature_c,udder_surface_temperature_c,activity_score,rumination_min_day,blood_wbc_10e9_per_l,clinical_mastitis_now,synthetic_risk_score_pct,mastitis_risk_category,mastitis_in_next_7d,mastitis_in_next_14d,days_to_synthetic_event
2026-01-04,F14,144,HF_cross,8.9,2,23,0,1,0,10.39013,77.35694,bedding,29.81,87.23,83.7,27.87,57.28,63.71,41.93,41.43,82.37,1,7.24,8.52,51.88,5.751,4.606,5.115,5.125,5.398,3.982,K_pneumoniae,44.37,16.51,172992,4.066,6.62,37.01,3.65,3.41,4.77,0,38.34,34.0,103.6,478.3,8.15,0,37.21,Low,0,0,
2026-01-05,F14,144,HF_cross,8.9,2,24,0,1,0,10.39013,77.35694,external_road,33.54,62.69,85.24,17.48,55.61,68.64,39.68,62.83,73.86,1,10.23,4.89,58.27,4.879,4.138,4.173,4.219,4.309,4.003,K_pneumoniae,26.94,15.73,200571,4.074,6.635,37.15,3.84,3.36,4.79,0,38.57,33.74,103.5,457.8,8.59,0,12.95,No_Risk,0,0,
2026-01-06,F14,144,HF_cross,8.9,2,25,0,1,0,10.39013,77.35694,pasture,27.89,67.3,77.79,22.9,88.65,62.91,1.26,100.0,85.0,1,7.01,7.77,40.7,5.139,3.771,4.781,4.646,3.999,4.238,S_uberis,43.81,16.8,92416,4.163,6.686,36.96,3.81,3.33,4.79,0,38.54,33.57,97.9,484.3,9.08,0,8.65,No_Risk,0,0,
2026-01-07,F14,144,HF_cross,8.9,2,26,0,1,0,10.39013,77.35694,external_waste_area,31.66,79.79,85.5,35.41,24.8,64.4,76.99,14.02,65.61,1,5.6,8.26,57.23,6.313,4.237,4.733,5.924,6.05,4.382,K_pneumoniae,54.52,17.05,74037,4.024,6.566,36.79,3.73,3.11,4.82,0,38.32,34.07,99.7,452.5,7.62,0,67.25,Moderate,0,0,
2026-01-08,F14,144,HF_cross,8.9,2,27,0,1,0,10.39013,77.35694,bedding,27.88,76.0,78.96,22.39,39.13,70.87,41.53,57.39,74.73,0,7.32,9.24,43.22,5.796,4.432,4.906,5.406,5.393,4.201,E_coli,40.74,16.36,149240,4.017,6.649,37.0,3.89,3.37,4.87,0,38.47,33.71,102.0,394.7,7.81,0,53.57,Moderate,0,0,
2026-01-09,F14,144,HF_cross,8.9,2,28,0,1,0,10.39013,77.35694,bedding,29.26,82.6,82.09,28.78,41.92,72.52,55.35,49.67,74.33,1,8.65,6.65,55.19,5.975,4.21,5.18,5.619,5.533,4.263,E_coli,44.08,17.07,87522,3.849,6.673,37.21,3.94,3.32,4.82,0,38.7,33.58,112.7,531.2,7.42,0,45.22,Moderate,0,0,
2026-01-10,F14,144,HF_cross,8.9,2,29,0,1,0,10.39013,77.35694,milking_parlor,31.82,64.67,83.12,5.86,73.37,90.06,0.0,69.83,70.75,1,7.33,7.45,42.99,4.788,4.261,4.01,3.978,3.933,4.173,S_aureus,29.7,17.09,108950,3.849,6.711,37.26,3.69,3.43,4.73,0,38.45,34.1,93.2,491.4,8.1,0,5.59,No_Risk,0,0,
2026-01-11,F14,144,HF_cross,8.9,2,30,0,1,0,10.39013,77.35694,manure_area,34.12,73.58,88.2,37.56,6.53,68.62,90.48,13.12,48.97,0,5.74,8.59,42.58,6.321,5.362,5.191,5.52,6.125,4.674,K_pneumoniae,63.55,16.6,115462,4.149,6.665,37.0,3.85,2.94,4.74,1,38.34,34.25,90.0,451.2,5.55,0,81.67,High,0,0,
2026-01-12,F14,144,HF_cross,8.9,2,31,0,1,0,10.39013,77.35694,soil,23.79,59.62,71.03,27.41,66.49,79.88,27.04,56.51,87.9,1,9.16,5.73,40.57,5.037,3.888,4.695,4.365,4.275,3.986,S_uberis,45.51,17.21,129136,4.112,6.689,36.88,3.82,3.19,4.72,0,38.38,34.11,103.0,502.0,9.13,0,9.1,No_Risk,0,0,
2026-01-13,F14,144,HF_cross,8.9,2,32,0,1,0,10.39013,77.35694,soil,24.64,75.7,73.86,29.67,62.89,68.77,28.39,61.58,78.18,0,7.78,6.57,43.03,5.53,4.565,5.385,4.213,4.442,4.194,S_uberis,71.59,16.33,98959,3.806,6.646,36.98,3.86,3.33,5.03,0,38.34,33.88,105.5,458.7,10.84,0,15.84,No_Risk,0,0,
2026-01-14,F14,144,HF_cross,8.9,2,33,0,1,0,10.39013,77.35694,bedding,28.72,77.92,80.54,10.42,59.39,67.47,32.48,70.62,99.43,1,8.0,8.84,30.74,5.282,3.76,4.573,4.799,4.882,3.954,K_pneumoniae,39.84,16.89,80876,3.893,6.635,36.53,3.67,3.31,4.81,0,38.61,33.55,89.0,465.1,8.03,0,16.11,No_Risk,0,0,
2026-01-15,F14,144,HF_cross,8.9,2,34,0,1,0,10.39013,77.35694,bedding,33.95,77.39,88.69,14.93,49.3,66.51,33.1,67.53,82.69,1,6.73,7.6,58.77,5.805,3.848,4.911,5.036,5.64,3.574,K_pneumoniae,68.49,16.32,105131,4.034,6.619,37.15,3.96,3.09,4.75,0,38.45,34.23,99.2,495.6,8.79,0,32.17,Low,0,0,
2026-01-16,F14,144,HF_cross,8.9,2,35,0,1,0,10.39013,77.35694,traffic_lane,31.9,69.69,84.11,5.29,66.8,71.69,11.85,62.83,83.63,1,9.6,6.66,59.3,4.564,3.74,4.264,3.382,3.763,3.663,S_uberis,50.08,16.88,109383,3.906,6.618,36.79,3.73,3.14,4.57,0,38.44,34.95,106.3,509.3,9.91,0,4.29,No_Risk,0,0,
2026-01-17,F14,144,HF_cross,8.9,2,36,0,1,0,10.39013,77.35694,feed_area,26.69,76.72,77.17,22.98,70.46,77.77,20.73,70.18,91.32,1,8.26,7.06,52.34,4.838,3.737,4.333,4.16,4.158,4.114,S_uberis,31.29,15.91,109661,4.102,6.66,36.95,3.69,3.29,4.76,0,38.65,33.64,104.3,504.9,6.85,0,5.54,No_Risk,0,0,
2026-01-18,F14,144,HF_cross,8.9,2,37,0,1,0,10.39013,77.35694,soil,32.73,83.09,87.81,36.36,53.39,58.09,52.62,47.42,74.15,0,7.91,6.3,59.76,5.825,4.947,5.631,4.882,4.812,4.041,S_uberis,63.96,16.74,107216,3.992,6.656,36.93,3.79,3.11,4.72,1,38.39,34.3,95.4,504.1,7.92,0,37.01,Low,0,0,
2026-01-19,F14,144,HF_cross,8.9,2,38,0,1,0,10.39013,77.35694,milking_parlor,32.16,64.18,83.53,19.91,83.13,72.24,9.17,98.29,95.16,1,7.88,8.49,59.4,4.981,4.142,4.193,4.453,4.242,4.31,E_coli,29.63,15.65,111870,4.238,6.628,36.79,3.44,3.31,4.8,0,38.56,34.1,89.6,494.0,8.18,0,7.47,No_Risk,0,0,
2026-01-20,F14,144,HF_cross,8.9,2,39,0,1,0,10.39013,77.35694,pasture,25.77,71.24,75.12,32.89,79.45,74.59,21.68,80.65,72.12,1,7.63,7.36,42.8,5.097,4.147,4.623,4.331,4.586,3.953,S_uberis,33.57,16.61,126984,4.044,6.665,36.87,3.89,3.31,4.76,0,38.67,34.33,111.2,490.9,7.24,0,11.21,No_Risk,0,0,
2026-01-21,F14,144,HF_cross,8.9,2,40,0,1,0,10.39013,77.35694,external_waste_area,32.45,84.44,87.6,32.82,14.72,70.27,91.61,10.34,56.99,0,9.04,7.61,47.55,6.154,5.142,4.752,5.852,5.695,4.364,E_coli,49.89,17.13,96314,4.053,6.629,36.98,3.56,3.19,4.85,0,38.67,33.95,101.8,454.6,7.69,0,68.94,Moderate,0,0,
2026-01-22,F14,144,HF_cross,8.9,2,41,0,1,0,10.39013,77.35694,milking_parlor,27.08,83.84,78.7,14.48,74.33,77.96,22.5,71.66,92.16,1,6.87,6.52,53.59,4.994,4.541,3.638,4.037,4.482,4.261,S_aureus,35.25,17.16,81182,4.141,6.642,37.0,4.03,3.46,4.82,0,38.48,33.77,109.7,545.1,8.17,0,6.57,No_Risk,0,0,
2026-01-23,F14,144,HF_cross,8.9,2,42,0,1,0,10.39013,77.35694,bedding,28.78,80.28,80.97,23.08,60.1,54.51,30.49,80.79,65.88,1,6.97,7.99,55.0,5.777,4.142,4.795,5.149,5.563,4.185,K_pneumoniae,61.13,16.79,191917,3.926,6.674,36.68,3.86,3.21,4.71,0,38.46,33.81,91.5,489.2,7.92,0,34.13,Low,0,0,
2026-01-24,F14,144,HF_cross,8.9,2,43,0,1,0,10.39013,77.35694,external_waste_area,37.64,73.11,93.5,35.05,9.58,64.37,77.68,7.6,50.37,0,8.53,7.82,66.84,6.034,4.975,4.952,5.522,5.743,4.033,K_pneumoniae,51.19,16.21,93363,3.977,6.632,36.96,3.68,3.38,4.75,0,38.31,34.74,100.8,416.2,8.6,0,71.32,High,0,0,
2026-01-25,F14,144,HF_cross,8.9,2,44,0,1,0,10.39013,77.35694,traffic_lane,23.44,67.65,71.27,9.37,48.11,63.11,33.5,56.08,57.79,0,9.73,5.93,42.08,4.791,4.276,4.178,4.157,3.911,3.733,S_aureus,30.52,15.87,90207,4.094,6.682,36.91,3.48,3.3,4.7,1,38.24,33.81,105.0,501.3,8.98,0,14.63,No_Risk,0,0,
2026-01-26,F14,144,HF_cross,8.9,2,45,0,1,0,10.39013,77.35694,bedding,29.52,72.69,81.01,38.48,53.0,64.17,49.54,39.92,77.0,1,10.26,7.35,33.19,6.134,4.104,5.355,5.9,5.492,4.282,E_coli,58.28,14.95,110518,4.039,6.598,36.93,3.95,3.17,4.76,1,38.71,33.63,89.5,480.4,7.54,0,46.93,Moderate,0,0,
2026-01-27,F14,144,HF_cross,8.9,2,46,0,1,0,10.39013,77.35694,pasture,32.74,82.14,87.65,27.1,73.79,67.08,16.66,76.5,70.83,1,7.25,5.67,50.76,5.204,4.189,4.958,4.393,4.172,4.148,S_uberis,56.79,15.81,99015,4.055,6.615,36.98,3.67,3.38,4.87,1,38.45,33.8,101.8,484.2,7.79,0,13.13,No_Risk,0,0,
2026-01-28,F14,144,HF_cross,8.9,2,47,0,1,0,10.39013,77.35694,manure_area,28.82,81.13,81.16,52.45,27.96,68.8,68.91,32.67,68.39,1,6.55,8.77,51.79,6.353,4.593,5.281,5.609,6.2,4.494,K_pneumoniae,70.38,16.83,140890,4.001,6.617,36.98,3.89,3.22,4.73,0,38.48,34.09,101.3,453.1,10.0,0,75.95,High,0,0,
2026-01-29,F14,144,HF_cross,8.9,2,48,0,1,0,10.39013,77.35694,bedding,33.08,71.78,86.27,37.5,55.6,77.67,46.09,59.77,69.6,1,7.52,6.43,47.64,5.951,4.19,5.29,5.318,5.669,3.939,K_pneumoniae,52.19,15.7,127367,4.06,6.691,37.24,3.95,3.19,4.71,0,38.67,34.46,95.9,438.9,7.72,0,51.57,Moderate,0,0,
2026-01-30,F14,144,HF_cross,8.9,2,49,0,1,0,10.39013,77.35694,external_waste_area,32.43,74.43,85.76,32.78,9.22,61.8,70.4,7.84,66.34,0,7.2,7.22,53.84,6.075,5.203,4.857,5.742,5.584,4.307,E_coli,46.51,16.45,189171,4.124,6.641,36.72,3.77,3.27,4.71,0,38.7,33.83,102.8,487.5,7.43,0,74.47,High,0,0,
2026-01-31,F14,144,HF_cross,8.9,2,50,0,1,0,10.39013,77.35694,bedding,30.28,80.05,83.34,33.47,44.7,60.9,45.91,56.21,64.8,1,9.23,5.4,53.89,6.018,4.547,5.203,5.349,5.78,4.301,K_pneumoniae,57.89,16.21,101011,4.104,6.71,37.11,4.2,3.23,4.57,0,38.52,34.08,111.6,475.0,7.6,0,51.87,Moderate,0,0,
2026-02-01,F14,144,HF_cross,8.9,2,51,0,1,0,10.39013,77.35694,milking_parlor,25.53,74.24,75.08,12.43,72.02,67.55,17.05,66.32,76.64,1,8.0,6.93,38.51,5.015,4.705,3.789,3.951,4.07,4.414,S_aureus,49.0,16.23,70967,4.125,6.668,36.85,3.43,3.25,4.81,0,38.34,33.17,99.9,534.0,6.7,0,8.27,No_Risk,0,0,
2026-02-02,F14,144,HF_cross,8.9,2,52,0,1,0,10.39013,77.35694,manure_area,32.27,75.09,85.63,37.15,8.4,73.35,94.4,1.23,57.9,1,7.46,7.17,58.05,6.283,4.316,4.986,5.766,6.078,4.329,K_pneumoniae,62.38,15.84,135495,4.181,6.66,37.07,3.6,3.09,4.58,0,38.56,33.61,100.5,428.8,7.18,0,76.9,High,0,0,
2026-02-03,F14,144,HF_cross,8.9,2,53,0,1,0,10.39013,77.35694,soil,30.83,71.37,82.79,28.7,58.8,80.18,45.47,71.34,69.27,1,10.03,5.14,58.46,5.383,4.255,5.206,4.352,4.356,4.251,S_uberis,66.47,16.14,111610,3.965,6.573,37.04,3.97,3.22,4.74,0,38.5,34.04,95.0,484.7,8.77,0,20.76,Low,0,0,
2026-02-04,F14,144,HF_cross,8.9,2,54,0,1,0,10.39013,77.35694,pasture,27.51,72.94,77.97,14.92,82.63,65.07,1.17,95.36,100.0,1,6.8,7.13,39.43,4.816,3.782,4.415,4.218,4.056,3.738,S_uberis,39.77,16.51,263467,4.238,6.619,37.01,4.0,3.31,4.73,0,38.69,33.7,113.9,461.3,6.02,0,5.0,No_Risk,0,0,
2026-02-05,F14,144,HF_cross,8.9,2,55,0,1,0,10.39013,77.35694,bedding,31.27,70.3,83.27,22.09,61.93,65.65,21.26,64.45,69.61,1,9.43,5.65,49.63,5.599,4.102,4.699,5.007,5.32,4.372,K_pneumoniae,52.67,15.74,144262,3.943,6.661,36.86,4.03,3.18,4.63,0,38.25,35.14,105.9,487.9,7.81,0,32.22,Low,0,0,
2026-02-06,F14,144,HF_cross,8.9,2,56,0,1,0,10.39013,77.35694,pasture,28.8,71.5,79.73,15.99,73.26,68.31,0.0,76.17,92.76,1,10.19,6.0,54.18,5.053,3.711,4.453,4.543,4.522,4.053,E_coli,30.91,15.71,124771,4.262,6.64,36.99,3.96,3.28,4.82,0,38.64,34.5,97.2,495.6,8.88,0,11.25,No_Risk,0,0,
2026-02-07,F14,144,HF_cross,8.9,2,57,0,1,0,10.39013,77.35694,traffic_lane,28.35,75.35,79.59,6.57,55.9,77.19,5.21,30.87,88.66,1,8.19,6.93,52.99,4.811,3.584,4.633,3.797,3.928,3.513,S_uberis,66.32,15.06,102976,4.243,6.631,37.09,3.85,3.2,4.78,0,38.43,33.85,99.2,420.2,8.02,0,7.04,No_Risk,0,0,
2026-02-08,F14,144,HF_cross,8.9,2,58,0,1,0,10.39013,77.35694,manure_area,34.13,86.31,90.73,47.64,36.26,70.51,74.27,35.05,60.15,0,5.85,8.16,64.22,6.51,5.131,5.17,5.88,6.331,4.733,K_pneumoniae,66.16,15.27,123995,3.893,6.699,36.76,3.93,3.34,4.68,0,38.57,34.23,95.7,435.4,6.51,0,73.7,High,0,0,
2026-02-09,F14,144,HF_cross,8.9,2,59,0,1,0,10.39013,77.35694,feed_area,26.33,70.73,75.9,15.04,70.11,61.07,31.9,80.2,78.66,1,9.29,6.24,61.67,4.706,4.046,3.806,4.01,4.163,3.931,K_pneumoniae,28.66,16.05,106223,3.945,6.606,36.91,4.19,3.06,4.94,0,38.49,34.23,98.9,400.2,7.29,0,7.71,No_Risk,0,0,
2026-01-01,F01,145,Murrah_buffalo,7.0,1,20,0,1,0,10.33641,77.76184,bedding,28.3,79.92,80.14,30.06,60.01,64.93,28.93,79.31,82.15,1,9.33,7.56,48.72,5.73,4.133,5.004,5.24,5.382,3.861,K_pneumoniae,44.93,7.47,121059,3.928,6.689,36.59,4.0,3.17,4.76,0,38.91,33.83,105.5,446.6,7.94,0,29.04,Low,0,0,
2026-01-02,F01,145,Murrah_buffalo,7.0,1,21,0,1,0,10.33641,77.76184,manure_area,34.56,89.15,92.02,55.24,20.36,73.79,89.37,24.32,51.7,0,9.36,7.9,52.79,6.534,4.869,5.122,6.01,6.331,4.673,K_pneumoniae,62.65,6.32,114068,4.23,6.692,37.21,4.03,3.18,4.78,0,38.7,33.96,96.2,427.5,10.4,0,82.74,High,0,0,
2026-01-03,F01,145,Murrah_buffalo,7.0,1,22,0,1,0,10.33641,77.76184,manure_area,34.12,82.9,90.04,48.99,26.74,70.12,80.59,38.12,67.55,0,8.77,7.51,53.79,6.506,4.697,5.204,6.273,6.042,4.27,E_coli,58.49,6.93,71603,3.94,6.718,36.88,3.91,3.16,4.7,1,38.55,33.7,102.1,486.7,6.28,0,74.6,High,0,0,
2026-01-04,F01,145,Murrah_buffalo,7.0,1,23,0,1,0,10.33641,77.76184,feed_area,25.91,77.84,76.09,27.14,50.39,89.68,42.62,46.33,73.18,1,9.41,6.5,41.85,5.212,4.342,4.551,4.527,4.74,4.219,K_pneumoniae,33.8,5.61,127617,4.353,6.665,37.25,3.85,3.1,4.66,0,38.62,34.1,104.8,437.5,8.11,0,22.94,Low,0,0,
2026-01-05,F01,145,Murrah_buffalo,7.0,1,24,0,1,0,10.33641,77.76184,soil,31.33,80.77,85.14,30.21,36.42,59.63,64.05,36.56,59.13,0,8.8,7.38,49.48,5.792,4.929,5.241,5.172,5.27,4.405,K_pneumoniae,30.06,7.44,102736,3.973,6.635,37.2,3.99,3.26,4.64,0,38.51,34.37,103.6,422.8,7.65,0,50.71,Moderate,0,0,
2026-01-06,F01,145,Murrah_buffalo,7.0,1,25,0,1,0,10.33641,77.76184,milking_parlor,30.32,75.33,82.64,4.55,94.73,80.41,0.0,100.0,87.34,0,8.87,6.82,46.79,4.871,4.756,3.518,3.471,3.642,3.82,S_aureus,76.76,7.57,143217,4.139,6.678,36.89,3.83,3.31,4.69,0,38.37,34.25,107.2,459.7,10.26,0,2.68,No_Risk,0,0,
2026-01-07,F01,145,Murrah_buffalo,7.0,1,26,0,1,0,10.33641,77.76184,pasture,26.06,71.49,75.59,16.67,80.35,54.23,17.08,84.04,86.18,1,7.01,5.66,41.95,4.933,3.812,4.595,4.072,4.304,3.906,S_uberis,45.83,4.8,165658,4.065,6.633,37.09,3.75,3.26,4.71,0,38.53,33.85,91.4,448.0,6.88,0,8.72,No_Risk,0,0,
2026-01-08,F01,145,Murrah_buffalo,7.0,1,27,0,1,0,10.33641,77.76184,external_road,35.81,66.22,89.23,2.15,54.56,78.24,33.2,61.97,81.07,1,5.41,5.23,49.73,4.211,3.673,3.46,3.716,3.352,3.085,E_coli,31.96,7.02,32628,3.873,6.665,37.09,3.73,3.0,4.76,0,38.56,34.08,106.9,447.7,8.72,0,4.71,No_Risk,0,0,
2026-01-09,F01,145,Murrah_buffalo,7.0,1,28,0,1,0,10.33641,77.76184,traffic_lane,32.27,75.58,85.72,4.69,54.65,67.48,15.24,49.7,80.11,1,9.03,6.88,43.88,4.846,3.929,4.58,4.104,3.681,3.791,S_uberis,54.14,7.11,143910,4.005,6.723,36.98,3.72,3.22,4.72,0,38.36,34.03,113.2,461.8,8.85,0,6.94,No_Risk,0,0,
2026-01-10,F01,145,Murrah_buffalo,7.0,1,29,0,1,0,10.33641,77.76184,bedding,26.42,74.18,76.46,20.12,41.82,57.28,40.46,29.93,66.75,1,7.55,8.07,50.58,5.735,4.405,4.491,5.479,5.245,3.951,E_coli,55.57,7.03,74413,4.008,6.656,37.07,3.68,3.14,4.87,0,38.51,33.75,99.3,474.4,8.58,0,47.48,Moderate,0,0,
2026-01-11,F01,145,Murrah_buffalo,7.0,1,30,0,1,0,10.33641,77.76184,bedding,30.68,74.12,83.01,25.39,64.29,68.48,18.92,79.0,79.4,1,7.38,7.46,51.59,5.687,4.362,5.207,4.927,5.306,4.184,K_pneumoniae,41.61,7.49,163471,4.144,6.7,37.15,3.82,3.11,4.74,0,38.63,33.93,109.0,496.1,9.02,0,27.89,Low,0,0,
2026-01-12,F01,145,Murrah_buffalo,7.0,1,31,0,1,0,10.33641,77.76184,traffic_lane,32.72,72.5,85.86,7.77,54.24,65.45,25.72,48.41,69.71,1,6.7,6.48,64.77,4.982,3.672,4.572,4.266,4.5,3.602,S_uberis,38.84,6.48,50824,4.101,6.654,36.79,3.27,3.18,4.69,0,38.51,34.11,100.9,449.7,9.32,0,17.43,No_Risk,0,0,
2026-01-13,F01,145,Murrah_buffalo,7.0,1,32,0,1,0,10.33641,77.76184,external_waste_area,33.03,89.74,89.55,35.1,10.02,48.73,82.31,17.85,48.16,1,5.36,7.19,49.06,6.097,4.506,4.978,5.491,5.898,4.365,K_pneumoniae,63.22,7.25,90346,3.981,6.617,37.1,3.76,3.12,4.69,0,38.52,33.94,98.9,484.6,9.34,0,71.92,High,0,0,
2026-01-14,F01,145,Murrah_buffalo,7.0,1,33,0,1,0,10.33641,77.76184,milking_parlor,30.4,71.97,82.23,12.25,87.59,63.03,1.21,98.29,94.0,1,8.46,8.3,46.89,4.787,4.216,3.769,3.587,4.145,4.324,S_agalactiae,34.43,7.29,105612,4.385,6.659,37.17,3.54,3.3,4.77,0,38.6,34.14,96.1,452.8,8.46,0,2.99,No_Risk,0,0,
2026-01-15,F01,145,Murrah_buffalo,7.0,1,34,0,1,0,10.33641,77.76184,bedding,25.85,81.7,76.43,25.29,56.74,70.17,23.14,63.65,84.25,0,7.75,7.0,40.88,5.628,4.546,4.836,5.237,5.153,3.747,E_coli,40.7,6.3,75781,3.995,6.664,36.92,3.91,3.51,4.73,0,38.81,33.59,107.3,460.0,8.31,0,27.88,Low,0,0,
2026-01-16,F01,145,Murrah_buffalo,7.0,1,35,0,1,0,10.33641,77.76184,water_trough,28.24,89.64,81.4,59.02,36.91,58.79,72.78,43.3,70.65,0,5.91,7.38,54.83,6.564,5.234,4.894,6.142,6.296,4.72,K_pneumoniae,53.93,6.88,97121,3.998,6.658,37.15,3.73,3.35,4.72,0,38.57,33.95,95.4,520.3,8.73,0,75.95,High,0,0,
2026-01-17,F01,145,Murrah_buffalo,7.0,1,36,0,1,0,10.33641,77.76184,feed_area,28.63,74.21,79.86,24.79,37.53,66.03,62.34,33.94,57.7,1,7.59,7.01,48.95,5.153,4.146,4.619,4.591,4.477,4.242,S_uberis,29.3,6.63,85109,3.949,6.641,37.12,3.44,2.98,4.81,0,38.43,33.84,86.6,456.2,7.2,0,21.75,Low,0,0,
2026-01-18,F01,145,Murrah_buffalo,7.0,1,37,0,1,0,10.33641,77.76184,soil,30.55,80.14,83.79,12.62,58.79,56.1,33.17,55.49,78.72,0,6.47,5.29,53.7,5.278,4.534,5.018,4.227,4.345,4.092,S_uberis,54.9,6.91,120005,4.075,6.594,36.94,3.8,3.09,4.55,0,38.64,33.9,102.2,446.7,8.76,0,16.47,No_Risk,0,0,
2026-01-19,F01,145,Murrah_buffalo,7.0,1,38,0,1,0,10.33641,77.76184,pasture,24.74,68.87,73.31,27.69,96.22,60.21,0.0,94.21,94.85,1,7.84,7.33,45.93,5.271,3.964,5.169,4.056,4.037,3.891,S_uberis,78.98,6.7,66533,3.842,6.69,37.11,3.49,3.33,4.85,0,38.42,34.12,101.3,449.8,6.59,0,6.46,No_Risk,0,0,
2026-01-20,F01,145,Murrah_buffalo,7.0,1,39,0,1,0,10.33641,77.76184,feed_area,26.26,84.69,77.45,14.33,70.28,53.74,10.46,57.04,89.89,1,9.61,6.48,46.19,4.804,3.711,4.197,4.336,4.137,3.868,E_coli,34.1,7.51,77722,3.98,6.649,37.07,3.95,3.11,4.83,0,38.51,34.25,106.8,460.7,7.69,0,7.53,No_Risk,0,0,
2026-01-21,F01,145,Murrah_buffalo,7.0,1,40,0,1,0,10.33641,77.76184,soil,26.04,74.77,75.94,30.14,51.87,69.35,45.37,50.49,75.66,1,8.62,6.78,57.64,5.402,4.183,4.909,5.069,4.52,3.769,E_coli,46.4,6.53,129950,4.274,6.706,36.86,3.69,3.42,4.83,0,38.54,33.8,101.3,475.8,6.68,0,25.43,Low,0,0,
2026-01-22,F01,145,Murrah_buffalo,7.0,1,41,0,1,0,10.33641,77.76184,feed_area,26.8,70.96,76.64,12.49,63.1,75.86,25.5,68.98,83.64,1,9.72,8.66,41.42,4.832,4.162,4.318,4.201,4.122,3.543,S_uberis,30.63,7.37,144301,4.306,6.649,36.72,3.9,3.21,4.78,0,38.59,34.18,104.6,492.7,8.17,0,10.18,No_Risk,0,0,
2026-01-23,F01,145,Murrah_buffalo,7.0,1,42,0,1,0,10.33641,77.76184,external_waste_area,31.47,79.89,85.21,35.42,0.0,53.31,90.04,8.71,41.66,1,8.07,7.2,55.01,6.806,4.917,4.848,6.313,6.619,4.545,K_pneumoniae,64.91,7.16,154177,4.001,6.681,36.96,3.9,3.35,4.76,0,38.53,34.07,101.6,464.0,8.87,0,88.17,High,0,0,
2026-01-24,F01,145,Murrah_buffalo,7.0,1,43,0,1,0,10.33641,77.76184,traffic_lane,29.86,58.68,79.36,9.61,70.14,62.3,15.36,61.29,78.29,1,8.32,8.19,47.37,4.744,4.258,4.264,3.672,4.022,3.572,S_uberis,33.15,6.8,87899,4.074,6.657,37.15,3.65,3.38,4.69,0,38.35,33.68,90.1,452.7,8.73,0,7.59,No_Risk,0,0,
2026-01-25,F01,145,Murrah_buffalo,7.0,1,44,0,1,0,10.33641,77.76184,manure_area,30.26,82.22,83.64,48.82,21.82,61.54,88.87,23.74,72.76,1,7.77,7.17,46.09,6.73,4.497,5.089,6.468,6.349,4.547,E_coli,54.81,7.19,134289,4.033,6.673,37.14,3.73,3.27,4.59,0,38.55,34.17,104.3,463.2,8.34,0,81.89,High,0,0,
2026-01-26,F01,145,Murrah_buffalo,7.0,1,45,0,1,0,10.33641,77.76184,manure_area,27.93,82.84,79.95,48.81,10.78,68.81,94.82,10.04,49.36,0,9.32,7.17,49.96,6.6,5.607,5.134,6.206,6.258,4.365,K_pneumoniae,45.49,7.06,139913,3.714,6.63,37.02,3.76,3.12,4.69,0,38.44,34.34,100.4,498.9,8.61,0,88.09,High,0,0,
2026-01-27,F01,145,Murrah_buffalo,7.0,1,46,0,1,0,10.33641,77.76184,bedding,29.18,82.69,81.96,22.27,54.23,72.93,45.41,47.86,86.76,1,9.33,7.2,44.43,5.767,3.919,5.156,5.292,5.351,4.11,K_pneumoniae,38.41,7.92,79749,4.143,6.564,36.6,3.65,3.32,4.92,0,38.42,33.92,94.1,497.3,6.51,0,29.26,Low,0,0,
2026-01-28,F01,145,Murrah_buffalo,7.0,1,47,0,1,0,10.33641,77.76184,milking_parlor,23.73,75.32,72.41,5.02,72.52,59.59,21.06,71.46,100.0,1,6.77,6.79,45.33,4.355,3.554,3.745,3.761,3.453,3.689,E_coli,25.47,6.73,103709,4.225,6.652,36.97,4.03,3.3,4.88,0,38.61,33.82,95.9,492.8,8.87,0,2.83,No_Risk,0,0,
2026-01-29,F01,145,Murrah_buffalo,7.0,1,48,0,1,0,10.33641,77.76184,bedding,27.77,78.52,79.11,35.65,59.5,57.98,47.1,55.86,67.96,0,7.32,4.47,47.46,5.713,4.956,5.095,5.252,4.936,4.564,E_coli,34.57,8.01,115099,4.05,6.678,36.87,3.81,3.24,4.8,0,38.43,34.37,103.0,445.7,7.27,0,36.36,Low,0,0,
